992;208
992;258
993;308
997;358
994;408
991;458
993;508
989;558
996;608
994;658
996;708
988;758
994;808
988;858
996;908
991;958
991;1008
995;1058
992;1108
998;1158
996;1208
992;1258
992;1308
993;1358
995;1408
993;1458
992;1508
988;1558
999;1608
990;1658
995;1708
998;1758
988;1808
995;1858
992;1908
992;1958
994;2008
994;2058
994;2108
995;2158
991;2208
989;2258
989;2308
987;2358
989;2408
991;2458
994;2508
991;2558
993;2608
992;2658
999;2708
990;2758
993;2808
995;2859
994;2909
991;2959
995;3009
989;3059
993;3109
996;3159
996;3209
994;3259
994;3309
992;3359
291;3409
176;3459
173;3509
286;3559
283;3609
276;3659
278;3709
275;3759
307;3809
167;3859
995;3909
995;3959
992;4009
994;4059
993;4109
992;4159
995;4209
994;4259
999;4310
995;4360
994;4410
994;4460
997;4510
996;4560
992;4610
990;4660
998;4710
996;4760
992;4810
991;4860
998;4910
991;4960
991;5010
993;5060
999;5110
993;5160
991;5210
996;5260
992;5310
895;5360
776;5410
991;5460
995;5510
993;5560
994;5610
996;5660
997;5710
996;5760
990;5810
992;5860
997;5910
996;5960
994;6010
991;6060
993;6110
996;6160
992;6210
997;6260
993;6310
991;6360
997;6410
995;6460
997;6510
996;6560
993;6610
995;6660
991;6710
987;6760
993;6810
397;6860
386;6910
384;6960
991;7010
994;7060
988;7110
991;7160
993;7211
996;7261
995;7311
992;7361
990;7411
995;7461
991;7511
991;7561
995;7611
994;7661
993;7711
998;7761
995;7811
995;7861
995;7911
991;7961
992;8011
999;8061
994;8111
989;8161
986;8211
998;8261
993;8311
996;8361
993;8411
994;8461
992;8511
993;8561
993;8611
996;8662
990;8712
989;8762
995;8812
993;8862
992;8912
991;8962
993;9012
993;9062
993;9112
990;9162
991;9212
994;9262
995;9312
989;9362
993;9412
994;9462
994;9512
997;9562
990;9612
993;9662
998;9712
994;9762
993;9812
995;9862
994;9912
992;9962
992;10012
990;10062
989;10112
989;10162
994;10212
994;10262
996;10312
995;10362
993;10412
996;10462
991;10512
994;10562
991;10612
994;10662
989;10712
993;10762
995;10812
993;10862
989;10912
989;10962
994;11012
994;11062
992;11112
993;11162
990;11212
994;11262
990;11312
993;11362
994;11412
997;11462
993;11512
995;11563
994;11613
993;11663
992;11713
993;11763
993;11813
990;11863
1000;11913
992;11963
992;12013
994;12063
992;12113
994;12163
992;12213
990;12263
990;12313
992;12363
993;12413
993;12463
993;12513
990;12563
993;12613
995;12663
994;12713
992;12763
996;12813
994;12863
992;12913
992;12963
998;13014
992;13064
992;13114
993;13164
995;13214
994;13264
994;13314
994;13364
990;13414
994;13464
993;13514
989;13564
997;13614
995;13664
991;13714
995;13764
993;13814
997;13864
992;13914
993;13964
994;14014
993;14064
995;14114
1001;14164
992;14214
996;14264
998;14314
998;14364
993;14414
994;14464
991;14514
997;14564
992;14614
992;14664
991;14714
998;14764
998;14814
997;14864
994;14914
995;14964
991;15014
996;15064
998;15114
992;15164
612;15214
617;15264
619;15314
622;15364
625;15414
990;15464
994;15514
996;15564
998;15614
995;15664
995;15714
993;15764
992;15814
990;15864
994;15915
996;15965
995;16015
993;16065
995;16115
994;16165
992;16215
992;16265
994;16315
997;16365
998;16415
993;16465
997;16515
991;16565
995;16615
993;16665
989;16715
995;16765
994;16815
991;16865
989;16915
990;16965
995;17015
991;17065
993;17115
999;17165
991;17215
996;17265
992;17315
990;17366
991;17416
996;17466
992;17516
997;17566
994;17616
992;17666
994;17716
996;17766
998;17816
994;17866
996;17916
994;17966
990;18016
994;18066
991;18116
988;18166
994;18216
992;18266
993;18316
995;18366
995;18416
993;18466
994;18516
990;18566
991;18616
991;18666
995;18716
994;18766
994;18816
991;18866
996;18916
993;18966
999;19016
992;19066
993;19116
995;19166
995;19216
991;19266
995;19316
991;19366
991;19416
995;19466
995;19516
994;19566
996;19616
988;19666
1005;19716
289;19766
332;19816
334;19866
386;19916
284;19966
997;20016
996;20066
999;20116
996;20166
989;20216
999;20267
997;20317
993;20367
993;20417
993;20467
996;20517
1001;20567
993;20617
999;20667
989;20717
991;20767
994;20817
993;20867
989;20917
992;20967
990;21017
992;21067
993;21117
992;21167
997;21217
991;21267
993;21317
992;21367
988;21417
994;21467
994;21517
993;21567
994;21617
993;21667
997;21718
991;21768
996;21818
995;21868
406;21918
399;21968
435;22018
400;22068
992;22118
992;22168
990;22218
996;22268
990;22318
993;22368
990;22418
994;22468
994;22518
996;22568
993;22618
993;22668
991;22718
995;22768
995;22818
997;22868
999;22918
990;22968
993;23018
992;23068
992;23118
992;23168
994;23218
992;23268
604;23318
593;23368
593;23418
594;23468
595;23518
593;23568
600;23618
990;23668
992;23718
993;23768
994;23818
992;23868
993;23918
988;23968
993;24018
991;24068
995;24118
991;24168
991;24218
988;24268
990;24318
991;24368
995;24418
992;24468
989;24518
989;24568
249;24619
246;24669
251;24719
988;24769
989;24819
987;24869
1000;24919
991;24969
991;25019
992;25069
996;25119
993;25169
988;25219
989;25269
997;25319
990;25369
993;25419
993;25469
989;25519
995;25569
996;25619
993;25669
993;25719
990;25769
992;25819
995;25869
991;25919
991;25969
996;26019
991;26070
991;26120
988;26170
992;26220
994;26270
995;26320
987;26370
989;26420
991;26470
993;26520
994;26570
992;26620
991;26670
591;26720
592;26770
587;26820
587;26870
588;26920
992;26970
990;27020
994;27070
995;27120
990;27170
990;27220
987;27270
990;27320
989;27370
991;27420
990;27470
988;27520
991;27570
991;27620
990;27670
991;27720
989;27770
986;27820
992;27870
988;27920
991;27970
994;28020
992;28070
989;28120
994;28170
992;28220
995;28270
994;28320
996;28370
996;28420
996;28470
993;28520
990;28570
993;28620
992;28670
993;28720
996;28770
996;28820
993;28870
993;28920
987;28971
989;29021
991;29071
993;29121
991;29171
992;29221
988;29271
990;29321
628;29371
623;29421
620;29471
624;29521
626;29571
710;29621
999;29671
989;29721
993;29771
992;29821
989;29871
993;29921
993;29971
993;30021
987;30071
993;30121
993;30171
993;30221
997;30271
995;30321
997;30371
991;30422
993;30472
991;30522
993;30572
993;30622
233;30672
313;30722
319;30772
315;30822
232;30872
651;30922
664;30972
654;31022
992;31072
991;31122
990;31172
996;31222
995;31272
992;31322
995;31372
997;31422
993;31472
994;31522
990;31572
993;31622
991;31672
988;31722
992;31772
987;31822
989;31872
994;31922
990;31972
994;32022
990;32072
990;32122
993;32172
990;32222
986;32272
996;32322
989;32372
988;32422
994;32472
995;32522
992;32572
993;32622
989;32672
312;32722
379;32772
366;32822
314;32872
994;32922
994;32972
992;33022
992;33072
993;33122
988;33172
991;33222
991;33272
987;33323
986;33373
990;33423
987;33473
992;33523
987;33573
991;33623
992;33673
991;33723
990;33773
991;33823
995;33873
991;33923
991;33973
996;34023
992;34073
990;34123
991;34173
991;34223
990;34273
987;34323
991;34373
995;34423
991;34473
991;34523
998;34573
993;34623
996;34673
985;34723
992;34774
987;34824
994;34874
989;34924
